,date,cloud_cover_total,temperature_air_mean_200,wind_speed
0,2019-01-01 00:00:00+00:00,8.0,7.6,5.1
1,2019-01-01 01:00:00+00:00,8.0,7.1,5.8
2,2019-01-01 02:00:00+00:00,8.0,7.4,6.6
3,2019-01-01 03:00:00+00:00,8.0,7.5,6.4
4,2019-01-01 04:00:00+00:00,8.0,7.4,7.1
5,2019-01-01 05:00:00+00:00,8.0,7.4,7.9
6,2019-01-01 06:00:00+00:00,8.0,7.4,8.4
7,2019-01-01 07:00:00+00:00,8.0,7.2,8.7
8,2019-01-01 08:00:00+00:00,8.0,7.0,8.0
9,2019-01-01 09:00:00+00:00,8.0,7.2,8.1
10,2019-01-01 10:00:00+00:00,8.0,7.7,7.5
11,2019-01-01 11:00:00+00:00,8.0,8.0,6.0
12,2019-01-01 12:00:00+00:00,5.0,8.2,5.9
13,2019-01-01 13:00:00+00:00,5.0,8.3,6.6
14,2019-01-01 14:00:00+00:00,6.0,7.7,7.2
15,2019-01-01 15:00:00+00:00,7.0,7.3,7.0
16,2019-01-01 16:00:00+00:00,6.0,6.2,6.9
17,2019-01-01 17:00:00+00:00,6.0,5.4,7.2
18,2019-01-01 18:00:00+00:00,6.0,5.6,6.4
19,2019-01-01 19:00:00+00:00,7.0,4.7,6.4
20,2019-01-01 20:00:00+00:00,5.0,4.1,5.8
21,2019-01-01 21:00:00+00:00,7.0,4.0,6.9
22,2019-01-01 22:00:00+00:00,7.0,4.5,5.4
23,2019-01-01 23:00:00+00:00,7.0,4.7,6.1
24,2019-01-02 00:00:00+00:00,7.0,4.3,6.1
25,2019-01-02 01:00:00+00:00,7.0,4.3,6.4
26,2019-01-02 02:00:00+00:00,7.0,4.8,4.9
27,2019-01-02 03:00:00+00:00,7.0,5.0,6.3
28,2019-01-02 04:00:00+00:00,7.0,5.8,6.0
29,2019-01-02 05:00:00+00:00,7.0,5.7,6.5
30,2019-01-02 06:00:00+00:00,5.0,5.5,6.8
31,2019-01-02 07:00:00+00:00,5.0,4.5,5.6
32,2019-01-02 08:00:00+00:00,6.0,4.6,4.7
33,2019-01-02 09:00:00+00:00,2.0,4.7,3.6
34,2019-01-02 10:00:00+00:00,2.0,5.2,4.3
35,2019-01-02 11:00:00+00:00,2.0,6.0,5.2
36,2019-01-02 12:00:00+00:00,2.0,6.0,6.8
37,2019-01-02 13:00:00+00:00,1.0,5.7,7.1
38,2019-01-02 14:00:00+00:00,1.0,5.5,5.9
39,2019-01-02 15:00:00+00:00,1.0,4.6,5.3
40,2019-01-02 16:00:00+00:00,1.0,2.8,4.1
41,2019-01-02 17:00:00+00:00,2.0,2.6,2.2
42,2019-01-02 18:00:00+00:00,3.0,-0.9,2.0
43,2019-01-02 19:00:00+00:00,7.0,-0.2,1.2
44,2019-01-02 20:00:00+00:00,5.0,0.3,1.0
45,2019-01-02 21:00:00+00:00,7.0,0.6,1.6
46,2019-01-02 22:00:00+00:00,7.0,0.4,1.6
47,2019-01-02 23:00:00+00:00,5.0,-0.3,1.6
48,2019-01-03 00:00:00+00:00,8.0,1.0,2.3
49,2019-01-03 01:00:00+00:00,8.0,1.4,2.1
50,2019-01-03 02:00:00+00:00,7.0,1.7,1.7
51,2019-01-03 03:00:00+00:00,8.0,2.4,2.7
52,2019-01-03 04:00:00+00:00,8.0,2.1,2.5
53,2019-01-03 05:00:00+00:00,8.0,2.7,3.0
54,2019-01-03 06:00:00+00:00,8.0,2.7,3.2
55,2019-01-03 07:00:00+00:00,7.0,2.9,3.0
56,2019-01-03 08:00:00+00:00,7.0,2.7,2.7
57,2019-01-03 09:00:00+00:00,7.0,2.9,2.6
58,2019-01-03 10:00:00+00:00,7.0,3.4,2.6
59,2019-01-03 11:00:00+00:00,7.0,3.8,3.0
60,2019-01-03 12:00:00+00:00,7.0,4.1,3.1
61,2019-01-03 13:00:00+00:00,7.0,4.2,2.8
62,2019-01-03 14:00:00+00:00,7.0,4.5,2.2
63,2019-01-03 15:00:00+00:00,7.0,4.1,1.7
64,2019-01-03 16:00:00+00:00,7.0,3.9,1.2
65,2019-01-03 17:00:00+00:00,7.0,3.6,1.2
66,2019-01-03 18:00:00+00:00,5.0,2.3,1.4
67,2019-01-03 19:00:00+00:00,6.0,1.7,1.7
68,2019-01-03 20:00:00+00:00,7.0,1.4,1.7
69,2019-01-03 21:00:00+00:00,7.0,1.7,1.5
70,2019-01-03 22:00:00+00:00,7.0,1.3,1.7
71,2019-01-03 23:00:00+00:00,7.0,-1.1,2.0
72,2019-01-04 00:00:00+00:00,7.0,-0.3,1.3
73,2019-01-04 01:00:00+00:00,7.0,0.0,1.3
74,2019-01-04 02:00:00+00:00,7.0,0.0,1.8
75,2019-01-04 03:00:00+00:00,7.0,-0.7,1.7
76,2019-01-04 04:00:00+00:00,8.0,-0.1,2.1
77,2019-01-04 05:00:00+00:00,8.0,0.6,1.6
78,2019-01-04 06:00:00+00:00,8.0,1.1,1.7
79,2019-01-04 07:00:00+00:00,8.0,1.7,3.0
80,2019-01-04 08:00:00+00:00,8.0,2.6,3.5
81,2019-01-04 09:00:00+00:00,7.0,3.2,3.5
82,2019-01-04 10:00:00+00:00,8.0,3.7,5.0
83,2019-01-04 11:00:00+00:00,8.0,3.8,4.9
84,2019-01-04 12:00:00+00:00,8.0,3.8,5.3
85,2019-01-04 13:00:00+00:00,8.0,3.9,6.1
86,2019-01-04 14:00:00+00:00,8.0,4.0,6.2
87,2019-01-04 15:00:00+00:00,8.0,4.0,5.2
88,2019-01-04 16:00:00+00:00,8.0,4.0,5.0
89,2019-01-04 17:00:00+00:00,8.0,4.3,4.7
90,2019-01-04 18:00:00+00:00,8.0,4.6,4.9
91,2019-01-04 19:00:00+00:00,8.0,4.7,5.1
92,2019-01-04 20:00:00+00:00,8.0,4.9,4.3
93,2019-01-04 21:00:00+00:00,8.0,5.3,5.0
94,2019-01-04 22:00:00+00:00,7.0,5.6,5.0
95,2019-01-04 23:00:00+00:00,8.0,5.6,5.5
96,2019-01-05 00:00:00+00:00,8.0,5.6,5.5
97,2019-01-05 01:00:00+00:00,8.0,5.8,5.5
98,2019-01-05 02:00:00+00:00,8.0,6.0,5.5
99,2019-01-05 03:00:00+00:00,8.0,6.5,5.5
100,2019-01-05 04:00:00+00:00,8.0,6.9,5.5
101,2019-01-05 05:00:00+00:00,8.0,7.2,6.1
102,2019-01-05 06:00:00+00:00,8.0,7.1,6.3
103,2019-01-05 07:00:00+00:00,8.0,7.1,6.3
104,2019-01-05 08:00:00+00:00,8.0,7.4,6.7
105,2019-01-05 09:00:00+00:00,8.0,7.1,5.9
106,2019-01-05 10:00:00+00:00,8.0,7.2,5.3
107,2019-01-05 11:00:00+00:00,8.0,7.4,5.3
108,2019-01-05 12:00:00+00:00,8.0,7.6,5.5
109,2019-01-05 13:00:00+00:00,8.0,7.6,5.8
110,2019-01-05 14:00:00+00:00,8.0,7.5,5.1
111,2019-01-05 15:00:00+00:00,8.0,7.5,4.7
112,2019-01-05 16:00:00+00:00,8.0,7.3,5.2
113,2019-01-05 17:00:00+00:00,8.0,7.2,4.7
114,2019-01-05 18:00:00+00:00,8.0,7.3,4.6
115,2019-01-05 19:00:00+00:00,8.0,7.2,5.0
116,2019-01-05 20:00:00+00:00,8.0,7.3,5.1
117,2019-01-05 21:00:00+00:00,8.0,7.2,4.6
118,2019-01-05 22:00:00+00:00,8.0,7.0,4.7
119,2019-01-05 23:00:00+00:00,8.0,6.8,5.0
120,2019-01-06 00:00:00+00:00,8.0,6.7,4.9
121,2019-01-06 01:00:00+00:00,8.0,6.7,4.8
122,2019-01-06 02:00:00+00:00,8.0,6.7,4.9
123,2019-01-06 03:00:00+00:00,8.0,6.7,4.7
124,2019-01-06 04:00:00+00:00,8.0,6.7,4.6
125,2019-01-06 05:00:00+00:00,8.0,6.6,4.5
126,2019-01-06 06:00:00+00:00,8.0,6.5,4.3
127,2019-01-06 07:00:00+00:00,8.0,6.5,3.8
128,2019-01-06 08:00:00+00:00,8.0,6.5,3.9
129,2019-01-06 09:00:00+00:00,8.0,6.5,3.6
130,2019-01-06 10:00:00+00:00,8.0,6.7,3.8
131,2019-01-06 11:00:00+00:00,8.0,6.7,4.0
132,2019-01-06 12:00:00+00:00,8.0,6.6,4.1
133,2019-01-06 13:00:00+00:00,8.0,6.9,4.4
134,2019-01-06 14:00:00+00:00,8.0,6.7,4.1
135,2019-01-06 15:00:00+00:00,7.0,6.8,4.3
136,2019-01-06 16:00:00+00:00,7.0,6.4,3.3
137,2019-01-06 17:00:00+00:00,8.0,6.1,3.4
138,2019-01-06 18:00:00+00:00,8.0,6.0,4.0
139,2019-01-06 19:00:00+00:00,8.0,5.9,3.7
140,2019-01-06 20:00:00+00:00,8.0,5.7,3.1
141,2019-01-06 21:00:00+00:00,8.0,5.4,3.2
142,2019-01-06 22:00:00+00:00,8.0,5.3,3.4
143,2019-01-06 23:00:00+00:00,8.0,5.3,3.5
144,2019-01-07 00:00:00+00:00,8.0,5.2,3.5
145,2019-01-07 01:00:00+00:00,8.0,5.2,2.8
146,2019-01-07 02:00:00+00:00,8.0,4.9,2.7
147,2019-01-07 03:00:00+00:00,8.0,4.5,2.7
148,2019-01-07 04:00:00+00:00,8.0,4.2,2.7
149,2019-01-07 05:00:00+00:00,7.0,3.9,2.8
150,2019-01-07 06:00:00+00:00,7.0,4.1,2.7
151,2019-01-07 07:00:00+00:00,7.0,4.0,2.1
152,2019-01-07 08:00:00+00:00,8.0,4.4,2.7
153,2019-01-07 09:00:00+00:00,8.0,4.4,2.9
154,2019-01-07 10:00:00+00:00,8.0,4.6,3.1
155,2019-01-07 11:00:00+00:00,8.0,4.8,3.5
156,2019-01-07 12:00:00+00:00,8.0,5.2,3.5
157,2019-01-07 13:00:00+00:00,8.0,5.5,3.9
158,2019-01-07 14:00:00+00:00,8.0,5.8,4.2
159,2019-01-07 15:00:00+00:00,8.0,5.8,4.6
160,2019-01-07 16:00:00+00:00,8.0,6.2,5.2
161,2019-01-07 17:00:00+00:00,8.0,6.7,5.7
162,2019-01-07 18:00:00+00:00,8.0,7.0,7.0
163,2019-01-07 19:00:00+00:00,8.0,7.2,7.2
164,2019-01-07 20:00:00+00:00,8.0,7.2,7.1
165,2019-01-07 21:00:00+00:00,8.0,7.5,7.8
166,2019-01-07 22:00:00+00:00,8.0,7.7,7.8
167,2019-01-07 23:00:00+00:00,8.0,8.3,8.7
168,2019-01-08 00:00:00+00:00,6.0,7.5,7.6
169,2019-01-08 01:00:00+00:00,6.0,7.1,6.9
170,2019-01-08 02:00:00+00:00,7.0,7.4,7.4
171,2019-01-08 03:00:00+00:00,7.0,6.9,8.4
172,2019-01-08 04:00:00+00:00,7.0,6.5,8.8
173,2019-01-08 05:00:00+00:00,7.0,6.5,8.4
174,2019-01-08 06:00:00+00:00,7.0,6.4,9.5
175,2019-01-08 07:00:00+00:00,7.0,6.0,9.3
176,2019-01-08 08:00:00+00:00,7.0,6.6,9.9
177,2019-01-08 09:00:00+00:00,7.0,6.0,10.0
178,2019-01-08 10:00:00+00:00,7.0,6.7,9.5
179,2019-01-08 11:00:00+00:00,7.0,6.9,8.3
180,2019-01-08 12:00:00+00:00,7.0,6.9,8.9
181,2019-01-08 13:00:00+00:00,6.0,6.6,9.2
182,2019-01-08 14:00:00+00:00,3.0,6.1,8.6
183,2019-01-08 15:00:00+00:00,4.0,6.3,8.7
184,2019-01-08 16:00:00+00:00,6.0,5.6,9.2
185,2019-01-08 17:00:00+00:00,7.0,5.8,8.8
186,2019-01-08 18:00:00+00:00,7.0,5.2,8.5
187,2019-01-08 19:00:00+00:00,7.0,4.7,8.0
188,2019-01-08 20:00:00+00:00,6.0,4.8,7.6
189,2019-01-08 21:00:00+00:00,7.0,4.8,7.1
190,2019-01-08 22:00:00+00:00,7.0,4.5,6.1
191,2019-01-08 23:00:00+00:00,7.0,1.5,6.4
192,2019-01-09 00:00:00+00:00,7.0,3.4,5.4
193,2019-01-09 01:00:00+00:00,6.0,3.7,5.9
194,2019-01-09 02:00:00+00:00,4.0,3.7,4.5
195,2019-01-09 03:00:00+00:00,6.0,3.1,4.5
196,2019-01-09 04:00:00+00:00,3.0,3.0,4.6
197,2019-01-09 05:00:00+00:00,2.0,2.5,3.6
198,2019-01-09 06:00:00+00:00,2.0,2.9,4.2
199,2019-01-09 07:00:00+00:00,7.0,2.6,3.5
200,2019-01-09 08:00:00+00:00,2.0,2.7,4.2
201,2019-01-09 09:00:00+00:00,5.0,3.3,4.1
202,2019-01-09 10:00:00+00:00,3.0,3.8,5.0
203,2019-01-09 11:00:00+00:00,4.0,4.2,6.6
204,2019-01-09 12:00:00+00:00,5.0,4.5,7.4
205,2019-01-09 13:00:00+00:00,4.0,4.8,7.8
206,2019-01-09 14:00:00+00:00,5.0,4.2,7.4
207,2019-01-09 15:00:00+00:00,5.0,4.1,7.4
208,2019-01-09 16:00:00+00:00,5.0,3.3,6.8
209,2019-01-09 17:00:00+00:00,5.0,2.9,5.7
210,2019-01-09 18:00:00+00:00,6.0,2.9,5.3
211,2019-01-09 19:00:00+00:00,7.0,2.8,6.0
212,2019-01-09 20:00:00+00:00,7.0,2.3,4.5
213,2019-01-09 21:00:00+00:00,7.0,1.8,4.5
214,2019-01-09 22:00:00+00:00,1.0,0.9,4.4
215,2019-01-09 23:00:00+00:00,1.0,0.4,3.3
216,2019-01-10 00:00:00+00:00,0.0,0.3,3.3
217,2019-01-10 01:00:00+00:00,5.0,-0.3,2.2
218,2019-01-10 02:00:00+00:00,2.0,-0.1,3.6
219,2019-01-10 03:00:00+00:00,1.0,-0.1,3.2
220,2019-01-10 04:00:00+00:00,1.0,-0.6,2.7
221,2019-01-10 05:00:00+00:00,7.0,-0.4,2.0
222,2019-01-10 06:00:00+00:00,7.0,-0.8,1.9
223,2019-01-10 07:00:00+00:00,7.0,-0.6,1.6
224,2019-01-10 08:00:00+00:00,7.0,-0.9,1.4
225,2019-01-10 09:00:00+00:00,7.0,-0.3,1.5
226,2019-01-10 10:00:00+00:00,7.0,0.2,1.9
227,2019-01-10 11:00:00+00:00,8.0,0.5,1.4
228,2019-01-10 12:00:00+00:00,7.0,1.0,1.1
229,2019-01-10 13:00:00+00:00,7.0,1.6,1.5
230,2019-01-10 14:00:00+00:00,8.0,1.9,1.5
231,2019-01-10 15:00:00+00:00,8.0,1.8,1.9
232,2019-01-10 16:00:00+00:00,8.0,1.4,1.8
233,2019-01-10 17:00:00+00:00,8.0,1.4,1.1
234,2019-01-10 18:00:00+00:00,8.0,1.4,1.1
235,2019-01-10 19:00:00+00:00,8.0,1.5,1.5
236,2019-01-10 20:00:00+00:00,8.0,1.3,2.2
237,2019-01-10 21:00:00+00:00,8.0,1.2,2.6
238,2019-01-10 22:00:00+00:00,8.0,1.0,2.6
239,2019-01-10 23:00:00+00:00,8.0,0.7,2.6
240,2019-01-11 00:00:00+00:00,8.0,0.8,3.0
241,2019-01-11 01:00:00+00:00,8.0,1.0,3.1
242,2019-01-11 02:00:00+00:00,8.0,1.4,3.9
243,2019-01-11 03:00:00+00:00,8.0,1.5,4.1
244,2019-01-11 04:00:00+00:00,8.0,1.7,3.2
245,2019-01-11 05:00:00+00:00,8.0,1.9,2.7
246,2019-01-11 06:00:00+00:00,8.0,2.2,2.6
247,2019-01-11 07:00:00+00:00,8.0,2.5,2.2
248,2019-01-11 08:00:00+00:00,8.0,2.9,2.6
249,2019-01-11 09:00:00+00:00,8.0,3.5,2.8
250,2019-01-11 10:00:00+00:00,8.0,4.4,3.4
251,2019-01-11 11:00:00+00:00,8.0,5.6,3.3
252,2019-01-11 12:00:00+00:00,8.0,6.5,4.0
253,2019-01-11 13:00:00+00:00,8.0,7.1,4.8
254,2019-01-11 14:00:00+00:00,8.0,7.2,4.7
255,2019-01-11 15:00:00+00:00,8.0,7.2,4.1
256,2019-01-11 16:00:00+00:00,8.0,7.2,4.0
257,2019-01-11 17:00:00+00:00,7.0,6.8,4.6
258,2019-01-11 18:00:00+00:00,7.0,6.9,4.4
259,2019-01-11 19:00:00+00:00,7.0,6.6,4.2
260,2019-01-11 20:00:00+00:00,8.0,6.7,4.0
261,2019-01-11 21:00:00+00:00,8.0,6.6,4.0
262,2019-01-11 22:00:00+00:00,8.0,6.6,4.4
263,2019-01-11 23:00:00+00:00,8.0,6.4,4.8
264,2019-01-12 00:00:00+00:00,8.0,6.2,4.8
265,2019-01-12 01:00:00+00:00,8.0,6.0,4.5
266,2019-01-12 02:00:00+00:00,8.0,5.9,4.9
267,2019-01-12 03:00:00+00:00,8.0,5.7,4.7
268,2019-01-12 04:00:00+00:00,8.0,5.7,4.8
269,2019-01-12 05:00:00+00:00,8.0,5.7,5.0
270,2019-01-12 06:00:00+00:00,8.0,5.5,5.5
271,2019-01-12 07:00:00+00:00,8.0,5.6,5.3
272,2019-01-12 08:00:00+00:00,8.0,5.5,5.9
273,2019-01-12 09:00:00+00:00,7.0,5.7,5.5
274,2019-01-12 10:00:00+00:00,8.0,5.8,6.9
275,2019-01-12 11:00:00+00:00,8.0,5.4,7.2
276,2019-01-12 12:00:00+00:00,8.0,5.8,7.3
277,2019-01-12 13:00:00+00:00,8.0,6.2,7.7
278,2019-01-12 14:00:00+00:00,8.0,6.4,7.7
279,2019-01-12 15:00:00+00:00,7.0,6.7,5.9
280,2019-01-12 16:00:00+00:00,7.0,7.0,5.7
281,2019-01-12 17:00:00+00:00,7.0,7.0,5.7
282,2019-01-12 18:00:00+00:00,6.0,6.9,4.8
283,2019-01-12 19:00:00+00:00,6.0,6.6,5.1
284,2019-01-12 20:00:00+00:00,7.0,6.1,5.7
285,2019-01-12 21:00:00+00:00,7.0,6.4,4.9
286,2019-01-12 22:00:00+00:00,7.0,6.9,5.2
287,2019-01-12 23:00:00+00:00,7.0,6.7,5.7
288,2019-01-13 00:00:00+00:00,7.0,6.6,5.5
289,2019-01-13 01:00:00+00:00,8.0,6.6,5.9
290,2019-01-13 02:00:00+00:00,8.0,6.5,5.6
291,2019-01-13 03:00:00+00:00,7.0,6.5,5.3
292,2019-01-13 04:00:00+00:00,8.0,7.0,5.3
293,2019-01-13 05:00:00+00:00,8.0,7.1,5.1
294,2019-01-13 06:00:00+00:00,8.0,7.2,5.7
295,2019-01-13 07:00:00+00:00,8.0,7.3,5.1
296,2019-01-13 08:00:00+00:00,8.0,8.0,5.6
297,2019-01-13 09:00:00+00:00,8.0,8.1,7.0
298,2019-01-13 10:00:00+00:00,8.0,8.7,7.4
299,2019-01-13 11:00:00+00:00,8.0,8.7,7.9
300,2019-01-13 12:00:00+00:00,8.0,8.7,8.1
301,2019-01-13 13:00:00+00:00,8.0,8.7,8.1
302,2019-01-13 14:00:00+00:00,8.0,8.6,8.4
303,2019-01-13 15:00:00+00:00,8.0,8.6,8.5
304,2019-01-13 16:00:00+00:00,8.0,8.7,8.4
305,2019-01-13 17:00:00+00:00,7.0,8.8,8.3
306,2019-01-13 18:00:00+00:00,7.0,8.2,8.0
307,2019-01-13 19:00:00+00:00,7.0,8.1,8.4
308,2019-01-13 20:00:00+00:00,3.0,7.9,8.8
309,2019-01-13 21:00:00+00:00,2.0,7.0,8.9
310,2019-01-13 22:00:00+00:00,7.0,6.9,7.3
311,2019-01-13 23:00:00+00:00,7.0,7.1,8.1
312,2019-01-14 00:00:00+00:00,7.0,6.8,7.7
313,2019-01-14 01:00:00+00:00,7.0,6.3,6.6
314,2019-01-14 02:00:00+00:00,7.0,5.9,5.2
315,2019-01-14 03:00:00+00:00,7.0,5.8,4.5
316,2019-01-14 04:00:00+00:00,7.0,5.4,5.1
317,2019-01-14 05:00:00+00:00,7.0,5.1,4.5
318,2019-01-14 06:00:00+00:00,7.0,4.7,3.8
319,2019-01-14 07:00:00+00:00,6.0,4.2,4.0
320,2019-01-14 08:00:00+00:00,5.0,4.2,5.3
321,2019-01-14 09:00:00+00:00,4.0,4.0,6.1
322,2019-01-14 10:00:00+00:00,2.0,4.3,6.0
323,2019-01-14 11:00:00+00:00,7.0,4.8,6.3
324,2019-01-14 12:00:00+00:00,4.0,4.2,7.1
325,2019-01-14 13:00:00+00:00,7.0,2.5,6.0
326,2019-01-14 14:00:00+00:00,7.0,4.0,5.0
327,2019-01-14 15:00:00+00:00,7.0,4.5,4.9
328,2019-01-14 16:00:00+00:00,6.0,4.5,4.6
329,2019-01-14 17:00:00+00:00,6.0,4.0,4.9
330,2019-01-14 18:00:00+00:00,7.0,3.4,4.4
331,2019-01-14 19:00:00+00:00,7.0,3.3,4.5
332,2019-01-14 20:00:00+00:00,7.0,2.9,4.2
333,2019-01-14 21:00:00+00:00,7.0,3.2,4.5
334,2019-01-14 22:00:00+00:00,4.0,2.0,4.8
335,2019-01-14 23:00:00+00:00,6.0,2.4,4.9
336,2019-01-15 00:00:00+00:00,4.0,1.5,4.8
337,2019-01-15 01:00:00+00:00,7.0,1.7,4.1
338,2019-01-15 02:00:00+00:00,3.0,2.2,3.3
339,2019-01-15 03:00:00+00:00,6.0,2.5,4.2
340,2019-01-15 04:00:00+00:00,7.0,2.7,4.6
341,2019-01-15 05:00:00+00:00,7.0,2.9,5.0
342,2019-01-15 06:00:00+00:00,8.0,3.4,5.3
343,2019-01-15 07:00:00+00:00,8.0,3.8,5.5
344,2019-01-15 08:00:00+00:00,8.0,4.2,6.3
345,2019-01-15 09:00:00+00:00,8.0,4.7,6.3
346,2019-01-15 10:00:00+00:00,8.0,5.5,6.4
347,2019-01-15 11:00:00+00:00,7.0,5.9,7.1
348,2019-01-15 12:00:00+00:00,7.0,6.4,8.1
349,2019-01-15 13:00:00+00:00,7.0,6.5,8.3
350,2019-01-15 14:00:00+00:00,7.0,6.8,8.2
351,2019-01-15 15:00:00+00:00,7.0,6.7,8.7
352,2019-01-15 16:00:00+00:00,7.0,6.7,8.1
353,2019-01-15 17:00:00+00:00,7.0,6.7,7.9
354,2019-01-15 18:00:00+00:00,7.0,6.7,8.1
355,2019-01-15 19:00:00+00:00,8.0,6.3,8.2
356,2019-01-15 20:00:00+00:00,8.0,6.1,7.7
357,2019-01-15 21:00:00+00:00,8.0,6.3,7.0
358,2019-01-15 22:00:00+00:00,8.0,6.9,6.5
359,2019-01-15 23:00:00+00:00,8.0,6.7,6.7
360,2019-01-16 00:00:00+00:00,8.0,6.6,6.2
361,2019-01-16 01:00:00+00:00,8.0,6.7,5.5
362,2019-01-16 02:00:00+00:00,8.0,6.8,6.4
363,2019-01-16 03:00:00+00:00,8.0,6.9,7.0
364,2019-01-16 04:00:00+00:00,8.0,7.1,6.8
365,2019-01-16 05:00:00+00:00,8.0,7.0,6.8
366,2019-01-16 06:00:00+00:00,8.0,6.7,6.2
367,2019-01-16 07:00:00+00:00,8.0,6.2,6.1
368,2019-01-16 08:00:00+00:00,8.0,6.1,5.8
369,2019-01-16 09:00:00+00:00,8.0,6.3,6.2
370,2019-01-16 10:00:00+00:00,8.0,6.2,6.6
371,2019-01-16 11:00:00+00:00,8.0,6.3,7.0
372,2019-01-16 12:00:00+00:00,8.0,6.2,7.1
373,2019-01-16 13:00:00+00:00,8.0,6.2,7.0
374,2019-01-16 14:00:00+00:00,8.0,6.1,7.5
375,2019-01-16 15:00:00+00:00,7.0,6.0,6.4
376,2019-01-16 16:00:00+00:00,8.0,5.8,6.9
377,2019-01-16 17:00:00+00:00,8.0,5.7,5.9
378,2019-01-16 18:00:00+00:00,8.0,5.7,4.9
379,2019-01-16 19:00:00+00:00,7.0,5.9,5.7
380,2019-01-16 20:00:00+00:00,7.0,6.0,6.4
381,2019-01-16 21:00:00+00:00,7.0,5.9,7.4
382,2019-01-16 22:00:00+00:00,7.0,5.8,7.3
383,2019-01-16 23:00:00+00:00,7.0,5.3,6.5
384,2019-01-17 00:00:00+00:00,7.0,5.1,6.7
385,2019-01-17 01:00:00+00:00,7.0,5.0,7.8
386,2019-01-17 02:00:00+00:00,7.0,4.5,7.7
387,2019-01-17 03:00:00+00:00,7.0,4.1,5.0
388,2019-01-17 04:00:00+00:00,6.0,4.2,4.3
389,2019-01-17 05:00:00+00:00,7.0,4.6,5.0
390,2019-01-17 06:00:00+00:00,7.0,4.7,5.5
391,2019-01-17 07:00:00+00:00,7.0,4.5,5.2
392,2019-01-17 08:00:00+00:00,5.0,4.3,4.8
393,2019-01-17 09:00:00+00:00,7.0,4.8,5.3
394,2019-01-17 10:00:00+00:00,7.0,5.4,5.7
395,2019-01-17 11:00:00+00:00,7.0,5.2,6.2
396,2019-01-17 12:00:00+00:00,7.0,2.5,6.2
397,2019-01-17 13:00:00+00:00,7.0,3.1,4.8
398,2019-01-17 14:00:00+00:00,7.0,3.1,5.7
399,2019-01-17 15:00:00+00:00,7.0,3.1,5.2
400,2019-01-17 16:00:00+00:00,7.0,1.1,4.8
401,2019-01-17 17:00:00+00:00,4.0,1.3,4.4
402,2019-01-17 18:00:00+00:00,5.0,1.4,5.5
403,2019-01-17 19:00:00+00:00,3.0,1.2,5.7
404,2019-01-17 20:00:00+00:00,3.0,0.8,5.2
405,2019-01-17 21:00:00+00:00,7.0,1.0,5.5
406,2019-01-17 22:00:00+00:00,7.0,0.4,4.7
407,2019-01-17 23:00:00+00:00,5.0,0.1,3.6
408,2019-01-18 00:00:00+00:00,7.0,0.4,3.1
409,2019-01-18 01:00:00+00:00,7.0,0.5,3.0
410,2019-01-18 02:00:00+00:00,4.0,0.5,2.6
411,2019-01-18 03:00:00+00:00,1.0,-1.6,2.2
412,2019-01-18 04:00:00+00:00,1.0,-2.5,2.3
413,2019-01-18 05:00:00+00:00,0.0,-2.0,2.1
414,2019-01-18 06:00:00+00:00,0.0,-2.5,1.4
415,2019-01-18 07:00:00+00:00,1.0,-2.4,1.4
416,2019-01-18 08:00:00+00:00,2.0,-3.0,1.3
417,2019-01-18 09:00:00+00:00,2.0,-1.2,1.1
418,2019-01-18 10:00:00+00:00,3.0,0.8,1.4
419,2019-01-18 11:00:00+00:00,2.0,2.2,2.3
420,2019-01-18 12:00:00+00:00,2.0,3.0,3.9
421,2019-01-18 13:00:00+00:00,2.0,3.6,3.8
422,2019-01-18 14:00:00+00:00,2.0,3.7,3.5
423,2019-01-18 15:00:00+00:00,2.0,3.2,4.0
424,2019-01-18 16:00:00+00:00,3.0,2.2,2.7
425,2019-01-18 17:00:00+00:00,2.0,0.3,1.8
426,2019-01-18 18:00:00+00:00,2.0,-1.1,1.7
427,2019-01-18 19:00:00+00:00,3.0,-2.6,1.1
428,2019-01-18 20:00:00+00:00,3.0,-3.0,1.1
429,2019-01-18 21:00:00+00:00,5.0,-3.3,1.0
430,2019-01-18 22:00:00+00:00,7.0,-3.3,1.1
431,2019-01-18 23:00:00+00:00,7.0,-3.2,1.9
432,2019-01-19 00:00:00+00:00,7.0,-3.0,0.8
433,2019-01-19 01:00:00+00:00,7.0,-2.7,1.0
434,2019-01-19 02:00:00+00:00,7.0,-2.9,1.6
435,2019-01-19 03:00:00+00:00,7.0,-3.3,0.8
436,2019-01-19 04:00:00+00:00,7.0,-3.4,0.8
437,2019-01-19 05:00:00+00:00,7.0,-3.3,1.3
438,2019-01-19 06:00:00+00:00,7.0,-3.6,1.1
439,2019-01-19 07:00:00+00:00,7.0,-4.0,0.9
440,2019-01-19 08:00:00+00:00,7.0,-3.8,1.2
441,2019-01-19 09:00:00+00:00,7.0,-2.5,1.7
442,2019-01-19 10:00:00+00:00,7.0,-1.1,1.7
443,2019-01-19 11:00:00+00:00,7.0,0.0,2.3
444,2019-01-19 12:00:00+00:00,7.0,1.6,2.3
445,2019-01-19 13:00:00+00:00,7.0,1.9,2.4
446,2019-01-19 14:00:00+00:00,7.0,1.4,1.9
447,2019-01-19 15:00:00+00:00,7.0,0.7,1.6
448,2019-01-19 16:00:00+00:00,6.0,-0.2,1.1
