temperature,std_month,std_day,std_hour,std_temperature_lag_1,std_temperature_lag_2,std_temperature_lag_3,std_temperature_lag_4,std_temperature_lag_5,std_temperature_lag_6
5.0,-1.5769514821354091,-1.5574172299891773,-1.0824284499450552,-1.011734024939787,-1.0782425190257041,-1.0785603787696931,-1.0258982059165367,-1.0526686946822361,-1.1191623120086558
5.8,-1.5769514821354091,-1.5574172299891773,-0.9379925527861618,-0.9852538263755045,-1.0120359658619715,-1.0785603787696931,-1.0788735984639624,-1.0261789279032967,-1.0529334047623216
5.7,-1.5769514821354091,-1.5574172299891773,-0.7935566556272684,-0.8793330321183745,-0.9855533445964784,-1.0123473920835566,-1.0788735984639624,-1.0791584614611753,-1.026441841863788
5.5,-1.5769514821354091,-1.5574172299891773,-0.6491207584683751,-0.8925731314005158,-0.8796228595345059,-0.985862197409102,-1.0126543577796805,-1.0791584614611753,-1.0794249676608552
4.5,-1.5769514821354091,-1.5574172299891773,-0.5046848613094819,-0.9190533299647983,-0.8928641701672524,-0.8799214187112836,-0.9861666615059677,-1.012934044513827,-1.0794249676608552
4.6,-1.5769514821354091,-1.5574172299891773,-0.3602489641505885,-1.0514543227862108,-0.9193467914327456,-0.8931640160485108,-0.8802158764111168,-0.9864442777348879,-1.0131960604145211
4.7,-1.5769514821354091,-1.5574172299891773,-0.2158130669916952,-1.0382142235040697,-1.0517598977602112,-0.9196492107229655,-0.8934597245479731,-0.8804852106191307,-0.9867044975159875
5.2,-1.5769514821354091,-1.5574172299891773,-0.07137716983280189,-1.0249741242219284,-1.0385185871274647,-1.0520751840952385,-0.9199474208216858,-0.8937300940086003,-0.8807382459218529
6.0,-1.5769514821354091,-1.5574172299891773,0.07305872732609141,-0.958773627811222,-1.025277276494718,-1.0388325867580113,-1.0523859021902495,-0.9202198607875396,-0.8939840273711197
6.0,-1.5769514821354091,-1.5574172299891773,0.21749462448498472,-0.852852833554092,-0.9590707233309852,-1.0255899894207838,-1.0391420540533933,-1.0526686946822361,-0.9204755902696534
5.7,-1.5769514821354091,-1.5574172299891773,0.361930521643878,-0.852852833554092,-0.8531402382690128,-0.9593770027346473,-1.0258982059165367,-1.0394238112927665,-1.0529334047623216
5.5,-1.5769514821354091,-1.5574172299891773,0.5063664188027713,-0.8925731314005158,-0.8531402382690128,-0.853436224036829,-0.9596789652322549,-1.0261789279032967,-1.039687623313055
4.6,-1.5769514821354091,-1.5574172299891773,0.6508023159616646,-0.9190533299647983,-0.8928641701672524,-0.853436224036829,-0.8537281801374039,-0.9599545109559485,-1.026441841863788
2.8,-1.5769514821354091,-1.5574172299891773,0.795238213120558,-1.0382142235040697,-0.9193467914327456,-0.8931640160485108,-0.8537281801374039,-0.8539954438401914,-0.9602129346174538
2.6,-1.5769514821354091,-1.5574172299891773,0.9396741102794512,-1.276536010582612,-1.0385185871274647,-0.9196492107229655,-0.8934597245479731,-0.8539954438401914,-0.8542466830233193
-0.9,-1.5769514821354091,-1.5574172299891773,1.0841100074383445,-1.3030162091468946,-1.2768621785169028,-1.0388325867580113,-0.9199474208216858,-0.8937300940086003,-0.8542466830233193
-0.2,-1.5769514821354091,-1.5574172299891773,1.2285459045972378,-1.7664196840218387,-1.303344799782396,-1.2771993388281027,-1.0391420540533933,-0.9202198607875396,-0.8939840273711197
0.3,-1.5769514821354091,-1.5574172299891773,1.3729818017561313,-1.6737389890468497,-1.7667906719285258,-1.3036845335025573,-1.2775313205168082,-1.0394238112927665,-0.9204755902696534
0.6,-1.5769514821354091,-1.5574172299891773,1.5174176989150245,-1.6075384926361436,-1.6741014974992996,-1.7671754403055127,-1.3040190167905208,-1.27783171230322,-1.039687623313055
0.4,-1.5769514821354091,-1.5574172299891773,1.6618535960739178,-1.5678181947897198,-1.6078949443355668,-1.6744772589449215,-1.7675537015804939,-1.3043214790821593,-1.2781116893998576
-0.3,-1.5769514821354091,-1.443763615226606,-1.6601720385806282,-1.5942983933540023,-1.5681710124373271,-1.608264272258785,-1.6748467646224992,-1.767892397713597,-1.3046032522983915
1.0,-1.5769514821354091,-1.443763615226606,-1.515736141421735,-1.6869790883289912,-1.5946536337028203,-1.5685364802471031,-1.6086275239382173,-1.6751782139873093,-1.7682056030227302
1.4,-1.5769514821354091,-1.443763615226606,-1.3713002442628417,-1.5148577976611548,-1.6873428081320463,-1.5950216749215578,-1.5688959795276483,-1.608953797039961,-1.6754851328778624
1.7,-1.5769514821354091,-1.443763615226606,-1.2268643471039484,-1.4618974005325898,-1.515205769906341,-1.687719856282149,-1.5953836758013609,-1.5692191468715522,-1.6092562256315284
2.4,-1.5769514821354091,-1.443763615226606,-1.0824284499450552,-1.422177102686166,-1.4622405273753547,-1.515566090898194,-1.6880906127593556,-1.5957089136504914,-1.569518881283728
2.1,-1.5769514821354091,-1.443763615226606,-0.9379925527861618,-1.329496407711177,-1.422516595477115,-1.4625957015492848,-1.5159205869802226,-1.688423097376779,-1.5960104441822616
2.7,-1.5769514821354091,-1.443763615226606,-0.7935566556272684,-1.369216705557601,-1.329827421047889,-1.422867909537603,-1.4629451944327971,-1.5162396133136735,-1.6887309143271294
2.7,-1.5769514821354091,-1.443763615226606,-0.6491207584683751,-1.2897761098647536,-1.3695513529461287,-1.3301697281770117,-1.423213650022228,-1.4632600797557949,-1.5165357554866605
2.9,-1.5769514821354091,-1.443763615226606,-0.5046848613094819,-1.2897761098647536,-1.2901034891496495,-1.3698975201886938,-1.3305067130642334,-1.4235254295873863,-1.4635526296895933
2.7,-1.5769514821354091,-1.443763615226606,-0.3602489641505885,-1.263295911300471,-1.2901034891496495,-1.2904419361653297,-1.3702382574748027,-1.3308112458610986,-1.423815285341793
2.9,-1.5769514821354091,-1.443763615226606,-0.2158130669916952,-1.2897761098647536,-1.263620867884156,-1.2904419361653297,-1.2907751686536642,-1.3705458960295076,-1.331094815196925
3.4,-1.5769514821354091,-1.443763615226606,-0.07137716983280189,-1.263295911300471,-1.2901034891496495,-1.2639567414908752,-1.2907751686536642,-1.2910765956926897,-1.3708321595447255
3.8,-1.5769514821354091,-1.443763615226606,0.07305872732609141,-1.1970954148897646,-1.263620867884156,-1.2904419361653297,-1.2642874723799515,-1.2910765956926897,-1.2913574708491247
4.1,-1.5769514821354091,-1.443763615226606,0.21749462448498472,-1.1441350177611995,-1.1974143147204233,-1.2639567414908752,-1.2907751686536642,-1.2645868289137503,-1.2913574708491247
4.2,-1.5769514821354091,-1.443763615226606,0.361930521643878,-1.1044147199147758,-1.1444490721894371,-1.1977437548047387,-1.2642874723799515,-1.2910765956926897,-1.2648659079505908
4.5,-1.5769514821354091,-1.443763615226606,0.5063664188027713,-1.0911746206326347,-1.1047251402911975,-1.1447733654558296,-1.1980682316956697,-1.2645868289137503,-1.2913574708491247
4.1,-1.5769514821354091,-1.443763615226606,0.6508023159616646,-1.0514543227862108,-1.091483829658451,-1.1050455734441478,-1.1450928391482442,-1.198362411966402,-1.2648659079505908
3.9,-1.5769514821354091,-1.443763615226606,0.795238213120558,-1.1044147199147758,-1.0517598977602112,-1.0918029761069203,-1.1053612947376752,-1.1453828784085234,-1.1986370007042566
3.6,-1.5769514821354091,-1.443763615226606,0.9396741102794512,-1.1308949184790584,-1.1047251402911975,-1.0520751840952385,-1.0921174466008186,-1.1056482282401148,-1.1456538749071894
2.3,-1.5769514821354091,-1.443763615226606,1.0841100074383445,-1.1706152163254822,-1.1312077615566904,-1.1050455734441478,-1.0523859021902495,-1.0924033448506452,-1.105916530559389
1.7,-1.5769514821354091,-1.443763615226606,1.2285459045972378,-1.3427365069933184,-1.1709316934549303,-1.1315307681186022,-1.1053612947376752,-1.0526686946822361,-1.0926707491101222
1.4,-1.5769514821354091,-1.443763615226606,1.3729818017561313,-1.422177102686166,-1.3430687316806356,-1.1712585601302843,-1.1318489910113878,-1.1056482282401148,-1.0529334047623216
1.7,-1.5769514821354091,-1.443763615226606,1.5174176989150245,-1.4618974005325898,-1.422516595477115,-1.3434123255142392,-1.171580535421957,-1.1321379950190538,-1.105916530559389
1.3,-1.5769514821354091,-1.443763615226606,1.6618535960739178,-1.422177102686166,-1.4622405273753547,-1.422867909537603,-1.34375056120109,-1.1718726451874628,-1.1324080934579226
-1.1,-1.5769514821354091,-1.3301100004640345,-1.6601720385806282,-1.4751374998147309,-1.422516595477115,-1.4625957015492848,-1.423213650022228,-1.3440561292505682,-1.1721454378057232
-0.3,-1.5769514821354091,-1.3301100004640345,-1.515736141421735,-1.792899882586121,-1.4754818380081012,-1.422867909537603,-1.4629451944327971,-1.4235254295873863,-1.3443405966461917
0.0,-1.5769514821354091,-1.3301100004640345,-1.3713002442628417,-1.6869790883289912,-1.7932732931940187,-1.475838298886512,-1.423213650022228,-1.4632600797557949,-1.423815285341793
0.0,-1.5769514821354091,-1.3301100004640345,-1.2268643471039484,-1.6472587904825673,-1.6873428081320463,-1.7936606349799673,-1.4761890425696536,-1.4235254295873863,-1.4635526296895933
-0.7,-1.5769514821354091,-1.3301100004640345,-1.0824284499450552,-1.6472587904825673,-1.6476188762338067,-1.687719856282149,-1.7940413978542065,-1.4765049631452645,-1.423815285341793
-0.1,-1.5769514821354091,-1.3301100004640345,-0.9379925527861618,-1.739939485457556,-1.6476188762338067,-1.647992064270467,-1.6880906127593556,-1.7943821644925362,-1.47679841113886
0.6,-1.5769514821354091,-1.3301100004640345,-0.7935566556272684,-1.6604988897647086,-1.7403080506630324,-1.647992064270467,-1.6483590683487863,-1.688423097376779,-1.7946971659212638
1.1,-1.5769514821354091,-1.3301100004640345,-0.6491207584683751,-1.5678181947897198,-1.6608601868665531,-1.740690245631058,-1.6483590683487863,-1.64868844720837,-1.6887309143271294
1.7,-1.5769514821354091,-1.3301100004640345,-0.5046848613094819,-1.5016176983790135,-1.5681710124373271,-1.6612346616076943,-1.741066005306781,-1.64868844720837,-1.6489935699793288
2.6,-1.5769514821354091,-1.3301100004640345,-0.3602489641505885,-1.422177102686166,-1.5019644592735943,-1.5685364802471031,-1.6616029164856427,-1.7414026309346575,-1.6489935699793288
3.2,-1.5769514821354091,-1.3301100004640345,-0.2158130669916952,-1.3030162091468946,-1.422516595477115,-1.5023234935609668,-1.5688959795276483,-1.6619333305978397,-1.7417140401241966
3.7,-1.5769514821354091,-1.3301100004640345,-0.07137716983280189,-1.2235756134540472,-1.303344799782396,-1.422867909537603,-1.5026767388433664,-1.5692191468715522,-1.6622393514285956
3.8,-1.5769514821354091,-1.3301100004640345,0.07305872732609141,-1.157375117043341,-1.2238969359859166,-1.3036845335025573,-1.423213650022228,-1.502994729924204,-1.569518881283728
3.8,-1.5769514821354091,-1.3301100004640345,0.21749462448498472,-1.1441350177611995,-1.1576903828221838,-1.2242289494791931,-1.3040190167905208,-1.4235254295873863,-1.5032899740373937
3.9,-1.5769514821354091,-1.3301100004640345,0.361930521643878,-1.1441350177611995,-1.1444490721894371,-1.1580159627930569,-1.2245559279693823,-1.3043214790821593,-1.423815285341793
4.0,-1.5769514821354091,-1.3301100004640345,0.5063664188027713,-1.1308949184790584,-1.1444490721894371,-1.1447733654558296,-1.1583366872851004,-1.2248521787453415,-1.3046032522983915
4.0,-1.5769514821354091,-1.3301100004640345,0.6508023159616646,-1.1176548191969171,-1.1312077615566904,-1.1447733654558296,-1.1450928391482442,-1.1586277617979932,-1.2251285636027904
4.0,-1.5769514821354091,-1.3301100004640345,0.795238213120558,-1.1176548191969171,-1.117966450923944,-1.1315307681186022,-1.1450928391482442,-1.1453828784085234,-1.1588996563564564
4.3,-1.5769514821354091,-1.3301100004640345,0.9396741102794512,-1.1176548191969171,-1.117966450923944,-1.118288170781375,-1.1318489910113878,-1.1453828784085234,-1.1456538749071894
4.6,-1.5769514821354091,-1.3301100004640345,1.0841100074383445,-1.0779345213504932,-1.117966450923944,-1.118288170781375,-1.1186051428745314,-1.1321379950190538,-1.1456538749071894
4.7,-1.5769514821354091,-1.3301100004640345,1.2285459045972378,-1.0382142235040697,-1.0782425190257041,-1.118288170781375,-1.1186051428745314,-1.1188931116295844,-1.1324080934579226
4.9,-1.5769514821354091,-1.3301100004640345,1.3729818017561313,-1.0249741242219284,-1.0385185871274647,-1.0785603787696931,-1.1186051428745314,-1.1188931116295844,-1.1191623120086558
5.3,-1.5769514821354091,-1.3301100004640345,1.5174176989150245,-0.9984939256576457,-1.025277276494718,-1.0388325867580113,-1.0788735984639624,-1.1188931116295844,-1.1191623120086558
5.6,-1.5769514821354091,-1.3301100004640345,1.6618535960739178,-0.9455335285290808,-0.9987946552292248,-1.0255899894207838,-1.0391420540533933,-1.0791584614611753,-1.1191623120086558
5.6,-1.5769514821354091,-1.216456385701463,-1.6601720385806282,-0.9058132306826571,-0.9458294126982387,-0.9991047947463293,-1.0258982059165367,-1.0394238112927665,-1.0794249676608552
5.6,-1.5769514821354091,-1.216456385701463,-1.515736141421735,-0.9058132306826571,-0.9061054807999991,-0.9461344053974201,-0.999410509642824,-1.0261789279032967,-1.039687623313055
5.8,-1.5769514821354091,-1.216456385701463,-1.3713002442628417,-0.9058132306826571,-0.9061054807999991,-0.9064066133857382,-0.9464351170953986,-0.9996891611243575,-1.026441841863788
6.0,-1.5769514821354091,-1.216456385701463,-1.2268643471039484,-0.8793330321183745,-0.9061054807999991,-0.9064066133857382,-0.9067035726848295,-0.9467096275664789,-0.9999502789652543
6.5,-1.5769514821354091,-1.216456385701463,-1.0824284499450552,-0.852852833554092,-0.8796228595345059,-0.9064066133857382,-0.9067035726848295,-0.90697497739807,-0.946967153168187
6.9,-1.5769514821354091,-1.216456385701463,-0.9379925527861618,-0.7866523371433857,-0.8531402382690128,-0.8799214187112836,-0.9067035726848295,-0.90697497739807,-0.9072298088203866
7.2,-1.5769514821354091,-1.216456385701463,-0.7935566556272684,-0.7336919400148206,-0.78693368510528,-0.853436224036829,-0.8802158764111168,-0.90697497739807,-0.9072298088203866
7.1,-1.5769514821354091,-1.216456385701463,-0.6491207584683751,-0.6939716421683969,-0.7339684425742936,-0.7872232373506924,-0.8537281801374039,-0.8804852106191307,-0.9072298088203866
7.1,-1.5769514821354091,-1.216456385701463,-0.5046848613094819,-0.7072117414505382,-0.694244510676054,-0.7342528480017833,-0.7875089394531221,-0.8539954438401914,-0.8807382459218529
7.4,-1.5769514821354091,-1.216456385701463,-0.3602489641505885,-0.7072117414505382,-0.7074858213088006,-0.6945250559901014,-0.7345335469056965,-0.7877710268928432,-0.8542466830233193
7.1,-1.5769514821354091,-1.216456385701463,-0.2158130669916952,-0.6674914436041144,-0.7074858213088006,-0.7077676533273287,-0.6948020024951274,-0.7347914933349645,-0.7880177757769852
7.2,-1.5769514821354091,-1.216456385701463,-0.07137716983280189,-0.7072117414505382,-0.6677618894105608,-0.7077676533273287,-0.7080458506319839,-0.6950568431665557,-0.7350346499799177
7.4,-1.5769514821354091,-1.216456385701463,0.07305872732609141,-0.6939716421683969,-0.7074858213088006,-0.6680398613156467,-0.7080458506319839,-0.7083017265560254,-0.6952973056321173
7.6,-1.5769514821354091,-1.216456385701463,0.21749462448498472,-0.6674914436041144,-0.694244510676054,-0.7077676533273287,-0.6683143062214146,-0.7083017265560254,-0.7085430870813842
7.6,-1.5769514821354091,-1.216456385701463,0.361930521643878,-0.641011245039832,-0.6677618894105608,-0.6945250559901014,-0.7080458506319839,-0.6685670763876164,-0.7085430870813842
7.5,-1.5769514821354091,-1.216456385701463,0.5063664188027713,-0.641011245039832,-0.6412792681450677,-0.6680398613156467,-0.6948020024951274,-0.7083017265560254,-0.6688057427335836
7.5,-1.5769514821354091,-1.216456385701463,0.6508023159616646,-0.6542513443219732,-0.6412792681450677,-0.6415546666411922,-0.6683143062214146,-0.6950568431665557,-0.7085430870813842
7.3,-1.5769514821354091,-1.216456385701463,0.795238213120558,-0.6542513443219732,-0.6545205787778142,-0.6415546666411922,-0.641826609947702,-0.6685670763876164,-0.6952973056321173
7.2,-1.5769514821354091,-1.216456385701463,0.9396741102794512,-0.6807315428862557,-0.6545205787778142,-0.6547972639784195,-0.641826609947702,-0.6420773096086771,-0.6688057427335836
7.3,-1.5769514821354091,-1.216456385701463,1.0841100074383445,-0.6939716421683969,-0.6810032000433074,-0.6547972639784195,-0.6550704580845583,-0.6420773096086771,-0.6423141798350501
7.2,-1.5769514821354091,-1.216456385701463,1.2285459045972378,-0.6807315428862557,-0.694244510676054,-0.6812824586528741,-0.6550704580845583,-0.6553221929981468,-0.6423141798350501
7.3,-1.5769514821354091,-1.216456385701463,1.3729818017561313,-0.6939716421683969,-0.6810032000433074,-0.6945250559901014,-0.681558154358271,-0.6553221929981468,-0.6555599612843169
7.2,-1.5769514821354091,-1.216456385701463,1.5174176989150245,-0.6807315428862557,-0.694244510676054,-0.6812824586528741,-0.6948020024951274,-0.6818119597770861,-0.6555599612843169
7.0,-1.5769514821354091,-1.216456385701463,1.6618535960739178,-0.6939716421683969,-0.6810032000433074,-0.6945250559901014,-0.681558154358271,-0.6950568431665557,-0.6820515241828505
6.8,-1.5769514821354091,-1.1028027709388917,-1.6601720385806282,-0.7204518407326794,-0.694244510676054,-0.6812824586528741,-0.6948020024951274,-0.6818119597770861,-0.6952973056321173
6.7,-1.5769514821354091,-1.1028027709388917,-1.515736141421735,-0.746932039296962,-0.7207271319415471,-0.6945250559901014,-0.681558154358271,-0.6950568431665557,-0.6820515241828505
6.7,-1.5769514821354091,-1.1028027709388917,-1.3713002442628417,-0.7601721385791032,-0.7472097532070402,-0.721010250664556,-0.6948020024951274,-0.6818119597770861,-0.6952973056321173
6.7,-1.5769514821354091,-1.1028027709388917,-1.2268643471039484,-0.7601721385791032,-0.7604510638397868,-0.7474954453390106,-0.7212896987688402,-0.6950568431665557,-0.6820515241828505
6.7,-1.5769514821354091,-1.1028027709388917,-1.0824284499450552,-0.7601721385791032,-0.7604510638397868,-0.7607380426762379,-0.7477773950425529,-0.7215466099454949,-0.6952973056321173
6.7,-1.5769514821354091,-1.1028027709388917,-0.9379925527861618,-0.7601721385791032,-0.7604510638397868,-0.7607380426762379,-0.7610212431794093,-0.7480363767244342,-0.721788868530651
6.6,-1.5769514821354091,-1.1028027709388917,-0.7935566556272684,-0.7601721385791032,-0.7604510638397868,-0.7607380426762379,-0.7610212431794093,-0.7612812601139038,-0.7482804314291847
6.5,-1.5769514821354091,-1.1028027709388917,-0.6491207584683751,-0.7734122378612445,-0.7604510638397868,-0.7607380426762379,-0.7610212431794093,-0.7612812601139038,-0.7615262128784515
6.5,-1.5769514821354091,-1.1028027709388917,-0.5046848613094819,-0.7866523371433857,-0.7736923744725334,-0.7607380426762379,-0.7610212431794093,-0.7612812601139038,-0.7615262128784515
6.5,-1.5769514821354091,-1.1028027709388917,-0.3602489641505885,-0.7866523371433857,-0.78693368510528,-0.7739806400134652,-0.7610212431794093,-0.7612812601139038,-0.7615262128784515
6.5,-1.5769514821354091,-1.1028027709388917,-0.2158130669916952,-0.7866523371433857,-0.78693368510528,-0.7872232373506924,-0.7742650913162658,-0.7612812601139038,-0.7615262128784515
6.7,-1.5769514821354091,-1.1028027709388917,-0.07137716983280189,-0.7866523371433857,-0.78693368510528,-0.7872232373506924,-0.7875089394531221,-0.7745261435033736,-0.7615262128784515
6.7,-1.5769514821354091,-1.1028027709388917,0.07305872732609141,-0.7601721385791032,-0.78693368510528,-0.7872232373506924,-0.7875089394531221,-0.7877710268928432,-0.7747719943277184
6.6,-1.5769514821354091,-1.1028027709388917,0.21749462448498472,-0.7601721385791032,-0.7604510638397868,-0.7872232373506924,-0.7875089394531221,-0.7877710268928432,-0.7880177757769852
6.9,-1.5769514821354091,-1.1028027709388917,0.361930521643878,-0.7734122378612445,-0.7604510638397868,-0.7607380426762379,-0.7875089394531221,-0.7877710268928432,-0.7880177757769852
6.7,-1.5769514821354091,-1.1028027709388917,0.5063664188027713,-0.7336919400148206,-0.7736923744725334,-0.7607380426762379,-0.7610212431794093,-0.7877710268928432,-0.7880177757769852
6.8,-1.5769514821354091,-1.1028027709388917,0.6508023159616646,-0.7601721385791032,-0.7339684425742936,-0.7739806400134652,-0.7610212431794093,-0.7612812601139038,-0.7880177757769852
6.4,-1.5769514821354091,-1.1028027709388917,0.795238213120558,-0.746932039296962,-0.7604510638397868,-0.7342528480017833,-0.7742650913162658,-0.7612812601139038,-0.7615262128784515
6.1,-1.5769514821354091,-1.1028027709388917,0.9396741102794512,-0.7998924364255269,-0.7472097532070402,-0.7607380426762379,-0.7345335469056965,-0.7745261435033736,-0.7615262128784515
6.0,-1.5769514821354091,-1.1028027709388917,1.0841100074383445,-0.8396127342719508,-0.8001749957380264,-0.7474954453390106,-0.7610212431794093,-0.7347914933349645,-0.7747719943277184
5.9,-1.5769514821354091,-1.1028027709388917,1.2285459045972378,-0.852852833554092,-0.8398989276362662,-0.8004658346879198,-0.7477773950425529,-0.7612812601139038,-0.7350346499799177
5.7,-1.5769514821354091,-1.1028027709388917,1.3729818017561313,-0.8660929328362332,-0.8531402382690128,-0.8401936266996017,-0.8007527875899784,-0.7480363767244342,-0.7615262128784515
5.4,-1.5769514821354091,-1.1028027709388917,1.5174176989150245,-0.8925731314005158,-0.8663815489017592,-0.853436224036829,-0.8404843320005476,-0.8010159102823128,-0.7482804314291847
5.3,-1.5769514821354091,-1.1028027709388917,1.6618535960739178,-0.9322934292469395,-0.8928641701672524,-0.8666788213740563,-0.8537281801374039,-0.8407505604507218,-0.8012635572262519
5.3,-1.5769514821354091,-0.9891491561763202,-1.6601720385806282,-0.9455335285290808,-0.932588102065492,-0.8931640160485108,-0.8669720282742602,-0.8539954438401914,-0.8410009015740525
5.2,-1.5769514821354091,-0.9891491561763202,-1.515736141421735,-0.9455335285290808,-0.9458294126982387,-0.9328918080601928,-0.8934597245479731,-0.867240327229661,-0.8542466830233193
5.2,-1.5769514821354091,-0.9891491561763202,-1.3713002442628417,-0.958773627811222,-0.9458294126982387,-0.9461344053974201,-0.9331912689585421,-0.8937300940086003,-0.8674924644725861
4.9,-1.5769514821354091,-0.9891491561763202,-1.2268643471039484,-0.958773627811222,-0.9590707233309852,-0.9461344053974201,-0.9464351170953986,-0.9334647441770092,-0.8939840273711197
4.5,-1.5769514821354091,-0.9891491561763202,-1.0824284499450552,-0.9984939256576457,-0.9590707233309852,-0.9593770027346473,-0.9464351170953986,-0.9467096275664789,-0.9337213717189202
4.2,-1.5769514821354091,-0.9891491561763202,-0.9379925527861618,-1.0514543227862108,-0.9987946552292248,-0.9593770027346473,-0.9596789652322549,-0.9467096275664789,-0.946967153168187
3.9,-1.5769514821354091,-0.9891491561763202,-0.7935566556272684,-1.0911746206326347,-1.0517598977602112,-0.9991047947463293,-0.9596789652322549,-0.9599545109559485,-0.946967153168187
4.1,-1.5769514821354091,-0.9891491561763202,-0.6491207584683751,-1.1308949184790584,-1.091483829658451,-1.0520751840952385,-0.999410509642824,-0.9599545109559485,-0.9602129346174538
4.0,-1.5769514821354091,-0.9891491561763202,-0.5046848613094819,-1.1044147199147758,-1.1312077615566904,-1.0918029761069203,-1.0523859021902495,-0.9996891611243575,-0.9602129346174538
4.4,-1.5769514821354091,-0.9891491561763202,-0.3602489641505885,-1.1176548191969171,-1.1047251402911975,-1.1315307681186022,-1.0921174466008186,-1.0526686946822361,-0.9999502789652543
4.4,-1.5769514821354091,-0.9891491561763202,-0.2158130669916952,-1.064694422068352,-1.117966450923944,-1.1050455734441478,-1.1318489910113878,-1.0924033448506452,-1.0529334047623216
4.6,-1.5769514821354091,-0.9891491561763202,-0.07137716983280189,-1.064694422068352,-1.0650012083929576,-1.118288170781375,-1.1053612947376752,-1.1321379950190538,-1.0926707491101222
4.8,-1.5769514821354091,-0.9891491561763202,0.07305872732609141,-1.0382142235040697,-1.0650012083929576,-1.0653177814324657,-1.1186051428745314,-1.1056482282401148,-1.1324080934579226
